,Carcinoid_1,Carcinoid_2,Carcinoid_3,Carcinoid_4,Carcinoid_5,Carcinoid_6,Carcinoid_7,Carcinoid_8,Carcinoid_9,Carcinoid_10,Carcinoid_11,Carcinoid_12,Carcinoid_13,Carcinoid_14,Carcinoid_15,Carcinoid_16,Carcinoid_17,Carcinoid_18,Carcinoid_19,Carcinoid_20,Colon_1,Colon_2,Colon_3,Colon_4,Colon_5,Colon_6,Colon_7,Colon_8,Colon_9,Colon_10,Colon_11,Colon_12,Colon_13,Normal_1,Normal_2,Normal_3,Normal_4,Normal_5,Normal_6,Normal_7,Normal_8,Normal_9,Normal_10,Normal_11,Normal_12,Normal_13,Normal_14,Normal_15,Normal_16,Normal_17,SmallCell_1,SmallCell_2,SmallCell_3,SmallCell_4,SmallCell_5,SmallCell_6
1,3.9454991314990897,3.79884016449732,4.641062221476401,4.86651301046024,4.34580552736541,5.583541821121121,2.51788409367934,5.26011780688911,2.54393890825392,3.7787146050313902,5.50183989230245,2.560528113387,3.2585390759631196,3.7829996843326903,2.38990033036836,4.75999287673818,3.73872407098714,2.8132152140291296,2.5350555491084905,3.5586816640858903,-2.48234925637846,-2.2530695507208396,-1.65329450027326,-2.1602657976471002,-2.34044117192967,-2.00610993494524,-2.43569722594377,-2.44933294092306,-2.27340028430327,-2.3994522518489703,-2.16322931833719,-2.10830261845875,-2.13387963272814,-2.3045684322366697,-2.39711391952119,-2.6536447513763597,-2.37940496751167,-2.50680795058675,-2.53546115047571,-2.56086028656962,-2.74776622690998,-2.53802498628832,-2.67901279282241,-2.4127677160655097,-2.3982867299526602,-2.63547669084821,-2.80950537682088,-2.4277294288541698,-2.44176287091505,-2.3488363634108196,-2.21839441557515,-2.25482723080118,0.454467653324466,0.65542602698976,-1.28973415632855,0.107523486418568
2,4.4532603643726905,4.287103813974491,4.20310689887658,4.764685430889,4.15189982257967,3.7801928518391605,3.39659245166605,2.6650349544721,5.1774699156971105,3.87032971369735,1.76647761781881,3.9214362386633903,3.5404569073649,3.30040074185932,3.98424727679591,4.80912613364057,4.21954506925588,-0.224848289830309,3.72030172171445,3.50976592300291,-2.56818901112086,-2.2420221643323397,-2.16286428210028,-2.72188410770969,-2.65786060625303,-2.40578620693456,-2.66848219072525,-2.63550291512198,-2.413559374603,-2.5002678954757798,-2.3427404211116603,-2.5800336715760297,-2.58384805770208,-2.66572751325142,-2.4063814606211604,-2.43018102392334,-2.290136122336,-2.50678763377286,-2.65589710752617,-2.2765872726715295,-2.58621922324158,-2.35640798029724,-2.49429089772702,-2.71331213410811,-2.33818139222743,-2.3027165915313397,-2.13237088058931,-2.4243026148431,-2.32101269318689,-2.47218592309089,-2.31911581670221,1.19858190958467,1.4441773979131698,1.1443294260091001,-0.429678418458324,-0.47914068698451295
3,1.08186028500727,5.7319591300414094,5.75019596879368,5.79765997523669,-0.0556561476750757,6.29840270342289,-0.8782832728159079,6.628601742084429,5.612887833794,-1.6139344365537398,5.096783508010231,-1.28519997277154,-1.39476226152625,6.092010396203481,5.17463100572709,6.47219950645214,4.69644541969132,-0.6393604185967371,-1.236938631398,-1.27215562934356,-1.6857092645456102,-1.56961105651902,-1.35565681283523,-1.52131149324471,-1.75531812273029,-1.5635220845887101,-1.55169408372446,-1.73534211187693,-1.24818326187329,-1.5546255100281499,-1.68462160306425,-1.01752987436382,-1.6073500317141298,-1.22571530893256,-1.63568551281648,-1.70131279090542,-1.8845233058881297,-1.46552554928072,-1.71740226660743,-1.7094833935319498,-1.62257038697757,-1.54636509344098,-1.5434410603374897,-1.68261167983614,-1.5763709203421798,-1.37198046114609,-1.706582335876,-1.47537027583606,-1.36635136954546,-1.6290921012278798,-1.55174470107751,-1.5141952306405402,-1.60695077707589,-1.96158399539362,-1.37513666353244,-1.33687621242671
4,-4.96362276575498,-4.73037710000421,-0.6692398075587249,-2.7754289327246098,-3.01534194758312,-5.090901054922321,-4.48881144257384,-4.61218636780502,-4.24481588635162,1.8520205082069099,-0.866086849783414,-4.4827131977854195,-4.71199626535481,-3.36092328334104,0.255902239140095,-1.82110282699854,-4.65801023607217,0.9355448247996808,-4.51639784971465,-4.28184894177137,0.101665195512631,-0.800133359559782,1.86087556724444,2.9334442537788,3.66630584595825,1.80570764439019,1.75074964816585,2.09843296957033,3.06274994606045,2.50951120226707,2.3107384784769,0.795074919358486,-0.723230539805096,0.749162402579547,0.608932872250127,1.0831080026316802,2.399479959001,0.951935845975205,1.8253278242092699,3.152951972451,1.76773030729754,0.8882744834532571,2.44484365468643,0.204637049382024,0.865593018426557,-0.539365688821308,1.7488430947996203,1.50302288862999,0.5182560614079771,1.51870708804051,3.3327076594208,2.9502133576117098,3.43821994804992,3.56267256801628,3.5627857981327904,0.336405244902691
5,-2.7451492444757797,-3.11846447856615,-3.22926984937315,-2.87535162785572,-2.81904102998742,-2.8091732552208595,-2.93781923250942,-3.2361613675877297,-2.67378126875755,1.30691019660907,-2.5689989053139,-2.45653624759778,-2.41263983284044,-2.37626913892059,-3.05676042019461,-3.15527187921676,-2.8150519167462003,0.98884752997492,-2.8718756280484903,-2.69163232482405,2.19650684706997,-2.8462247087334003,1.68540875116554,-1.25467450922727,-2.81670201014546,1.93590623295863,1.62543362263619,1.81937448904122,0.970478977640495,-2.63225849800277,1.59041366484738,0.642428632131793,-2.02261028255192,2.9978568372639702,3.03362315149859,3.3592478880389796,3.58078334601171,3.6548278133835796,3.4705325960398197,3.13827594011175,3.55253615844542,3.36513668257402,3.2799424466515696,3.4816509474838706,1.9547395141388701,2.95241883100405,3.31059612882786,3.7573323345069998,3.65382355438838,3.2458108341220497,2.38285490263848,-2.6387902324671404,-2.39133191065292,-3.0872098992912798,-0.125544262301464,-2.26910488979497
6,-0.7621670122352329,6.20883592698366,5.7864980170000395,5.824946809477299,-1.19261920336933,0.868291973928666,0.786229378589236,0.0126548710242931,5.883496024496571,-1.5875045294154,-1.4623640381550402,1.12732362132633,2.47182735301152,5.467780815859469,5.484720796208411,5.496225958609769,5.8778659125526,-1.03778835061672,0.666896654500598,2.3999289521711202,-0.900347125267785,-1.57353204984883,-0.9658662335598721,-0.37848234505186495,1.31378711374494,-1.44357282663045,-1.65676165723474,-1.8915836947278002,2.08193982443667,1.05237519853616,-1.2554155243493101,-1.32287193717654,2.20760749340833,-2.19714694996661,-1.89046091572205,-2.01012328084824,-1.66137449437117,-2.04746275359024,-1.90188375521851,-1.94923141662589,-2.16061559495359,-2.3859956690359803,-1.91467476527592,-1.83327704517622,-2.05521509785273,-1.9508550079995701,-2.18939569543711,-1.92198661085991,-1.83677281827875,-2.03929686861268,-1.8360171182628,-1.8767770448128402,-1.21881359421135,-1.83245294153763,-1.62034970026562,-1.25817702931136
7,2.70404839037717,3.09491453119045,2.9944582700755094,3.19931766662301,4.170447765272971,4.873029647673981,3.8728788069144704,6.22446551330518,5.14864453908832,4.42144010640129,5.99058525343958,2.92416234163813,1.175167275171,2.43351627980024,2.21906969001112,4.22727185966465,1.33147846124258,1.5087275366611899,0.8859517272388491,1.79552601498364,-2.3522882491362003,-2.11084310819778,-1.8459429791917301,-2.2041091516678,-1.6362566775215501,-1.95293388361799,-1.6120850785391398,-2.39594593767613,-1.7877717753358502,-2.13454603516275,-1.4680488605686497,-1.69113553781769,-2.1949877628467602,-1.8578497724933298,-2.24945089291062,-2.1198014850008797,-1.92181394506928,-2.05534974148295,-2.0336718561344598,-2.1983895439193897,-2.25777017958163,-2.21490339563913,-2.3296973414831097,-1.97730125650128,-2.37558640158667,-2.1383515277863703,-1.46241995233042,-2.10014419406073,-1.9558563069113701,-1.83782105139927,-2.15044942757084,0.8627203231690501,-0.618712643798337,-0.30549580442232205,-1.4006649143531698,-1.10942532822677
8,-1.21155018293517,5.07699520179401,5.24009339062838,5.379390560346769,0.91125875736994,-1.2964235222490201,2.8028360752780004,2.80756527700094,4.23101890550734,2.46503213828088,2.04960015018019,2.3594140777764503,2.02091783451178,5.17259360979388,5.03549914223096,4.6286428870495095,5.3387556745832905,-1.45062728952905,4.11940688778612,4.7599956782116,-1.8249547374425101,-1.5983289672274898,-1.9293737084669098,-1.6709350190927499,-2.1820799552673,-1.3452389649374599,-1.8987331656247,-1.5499573219928797,-1.6649656883305501,-1.69549515947991,-1.62429221903667,-1.93292928241943,-1.8725048800922501,-1.43481772802112,-1.3864028511844098,-1.71213796856909,-1.59044657802427,-1.6150142674183,-1.83526864031792,-1.47939420560872,-1.84347171090092,-1.77323036616386,-1.2847276095226698,-1.68186404561021,-1.58177552688301,-1.5586042810412901,-1.59948973875554,-1.65141409989879,-1.62662280293319,-1.68094882681695,-1.9213686498828302,-1.7964351296794798,-1.78149265599606,-1.80432997622865,-1.5285022121592,-1.4828663125894799
9,-0.993316929428013,6.094198553618241,5.496735875123201,5.61221535368016,-0.700822055002104,0.964564456546621,0.8025104356026921,-0.42274603294097496,6.05736265811257,-1.49404365437067,-1.72716124552457,1.6265158823231,2.65209672530281,5.078193266851001,5.64213789004939,5.260963434237491,5.49063571193146,-0.8616941658479049,0.748375408896597,2.2428918352591403,-1.0884360829219,-1.3549639301322702,-1.1417194433246698,-0.767598673292495,0.433308553382393,-1.59838657463732,-1.3084157737028799,-1.90796571010209,2.0694702405141596,1.44070317436581,-1.21703619717225,-1.48695786771004,1.3487969433336002,-2.09461607549415,-1.68024932656742,-1.84603833952178,-1.7575910682285902,-1.8936658414941299,-1.9815813409740501,-1.7983585426268403,-1.93038716651981,-2.1048457537796996,-1.80888322771187,-1.5988488093516897,-1.8825191602946,-1.76935550737023,-1.4257077674173602,-1.76357744975975,-1.85720091776232,-1.7922604989774498,-2.00333033574427,-1.8368847450261399,-1.23097090061292,-2.01301614280866,-1.5046491897776597,-1.41587395519888
10,5.21841327133915,4.5548440247918,-0.725753104406336,4.1562259436729105,4.56987821699176,-0.8296970252509491,5.701273733382571,1.3259780618771102,5.35634550879343,5.407324269975059,-1.05686153005452,-1.679328685344,3.8258672216701095,4.1878159125285,3.26418013314842,3.4913863090900006,3.1029791963502698,-1.17615625827014,-0.512029310100921,-1.66118460279519,-1.86486237689112,-1.52133572116402,-1.2298455237011998,-1.50980274121156,-1.8941981398962802,-1.5515149480008301,-1.65967889891382,-1.70550434664051,-1.5891679626408202,-1.86604187871209,-1.5571014137758001,-1.6868404514200201,-1.77863609797972,-2.02269719332477,-1.53454263378115,-1.7728563903519,-1.7361683347382,-1.58804078432527,-1.7559917139912502,-1.56858644788587,-1.72745043778561,-1.80713044835273,-1.81402171181706,-1.64999528497271,-1.8469428168057298,-1.8210799434011697,-1.95909628508919,-1.7190048860080303,-1.7622496669938301,-1.6079833781582902,-1.67823916871096,0.5337808223767929,-0.5426497622325079,-0.993876832443612,2.59662940858044,4.671223103771361
